0.0006320000,-0.0000840000,0.7859000000,0.0033640000,0.0390460000,-0.0467410000,0.9981380000,-0.1526050000,0.1378460000,0.3005650000,0.3536660000,-0.2518250000,-0.0353440000,-0.1233550000,-0.1993320000,-0.3479840000,0.3084690000,-0.2748440000,0.0854250000,-0.0000920000,-0.0935720000,1.7724920000,0.2082970000,1.3779680000,-0.1075750000,-0.1195320000,-1.6451640000,-0.1993270000,1.2768620000,0.0714380000
0.0010280000,-0.0000980000,0.7851530000,0.0048260000,0.0452410000,-0.0472980000,0.9978440000,-0.1665810000,0.1425820000,0.3125840000,0.3627090000,-0.2623890000,-0.0391920000,-0.1330680000,-0.2091480000,-0.3602940000,0.3129360000,-0.2828440000,0.0940610000,0.0009390000,-0.0134970000,1.7341640000,0.2931050000,1.3191310000,-0.0947970000,-0.0630280000,-1.5974900000,-0.2794640000,1.1873350000,0.0334090000
0.0010700000,-0.0000920000,0.7848320000,0.0059050000,0.0497500000,-0.0475040000,0.9976140000,-0.1763840000,0.1421040000,0.3147400000,0.3651590000,-0.2642490000,-0.0396130000,-0.1420340000,-0.2122810000,-0.3610440000,0.3141700000,-0.2841280000,0.0953900000,0.0015470000,0.0730470000,1.7026770000,0.4051320000,1.2639610000,-0.0619160000,-0.0080920000,-1.5631070000,-0.3771590000,1.1119330000,-0.0183330000
0.0010620000,-0.0000840000,0.7846890000,0.0067100000,0.0531140000,-0.0475980000,0.9974310000,-0.1835130000,0.1410510000,0.3155440000,0.3659600000,-0.2644340000,-0.0394760000,-0.1490020000,-0.2139310000,-0.3607730000,0.3144900000,-0.2841790000,0.0955470000,0.0019910000,0.1671410000,1.6623160000,0.5542790000,1.1947860000,-0.0006950000,0.0439600000,-1.5276320000,-0.4877520000,1.0389220000,-0.0828170000
0.0010590000,-0.0000750000,0.7846120000,0.0073000000,0.0556360000,-0.0475720000,0.9972900000,-0.1888560000,0.1401220000,0.3159170000,0.3663850000,-0.2643030000,-0.0392620000,-0.1541740000,-0.2151020000,-0.3606830000,0.3145830000,-0.2840280000,0.0955560000,0.0023330000,0.2733210000,1.5987900000,0.7490520000,1.0904680000,0.0959420000,0.0926290000,-1.4869990000,-0.6036200000,0.9629220000,-0.1557620000
0.0010510000,-0.0000770000,0.7845670000,0.0077650000,0.0575240000,-0.0474160000,0.9971870000,-0.1929380000,0.1393110000,0.3159770000,0.3666670000,-0.2640620000,-0.0390190000,-0.1579680000,-0.2160440000,-0.3608670000,0.3146340000,-0.2838630000,0.0955140000,0.0026050000,0.3861220000,1.5047580000,0.9722460000,0.9395850000,0.2154310000,0.1368990000,-1.4432620000,-0.7158810000,0.8843670000,-0.2298790000
0.0010330000,-0.0000800000,0.7845390000,0.0081270000,0.0589500000,-0.0471810000,0.9971120000,-0.1960870000,0.1385970000,0.3158350000,0.3668250000,-0.2637550000,-0.0387710000,-0.1607510000,-0.2168320000,-0.3612410000,0.3145650000,-0.2836560000,0.0955340000,0.0028060000,0.4790810000,1.4025070000,1.1627410000,0.7733070000,0.3177800000,0.1755740000,-1.4009340000,-0.8158250000,0.8080810000,-0.2964830000
0.0010010000,-0.0000840000,0.7845200000,0.0084150000,0.0600330000,-0.0469040000,0.9970580000,-0.1985730000,0.1379720000,0.3155760000,0.3669650000,-0.2634650000,-0.0385110000,-0.1628770000,-0.2175070000,-0.3616690000,0.3145860000,-0.2834950000,0.0955090000,0.0029400000,0.5347650000,1.3200580000,1.2850500000,0.6333480000,0.3817110000,0.2069360000,-1.3634150000,-0.8969490000,0.7398330000,-0.3505310000
0.0009590000,-0.0000900000,0.7845060000,0.0086530000,0.0608930000,-0.0466250000,0.9970170000,-0.2005960000,0.1374290000,0.3152800000,0.3670660000,-0.2631910000,-0.0382540000,-0.1645690000,-0.2180940000,-0.3621020000,0.3146230000,-0.2833690000,0.0954730000,0.0030120000,0.5615210000,1.2636980000,1.3504270000,0.5322150000,0.4169290000,0.2301620000,-1.3325860000,-0.9574190000,0.6833800000,-0.3915850000
0.0009050000,-0.0000960000,0.7844950000,0.0088480000,0.0615720000,-0.0463760000,0.9969850000,-0.2022520000,0.1369690000,0.3150050000,0.3671670000,-0.2629390000,-0.0380090000,-0.1659380000,-0.2186000000,-0.3624780000,0.3146690000,-0.2832780000,0.0954210000,0.0030300000,0.5724860000,1.2274770000,1.3819680000,0.4636390000,0.4363640000,0.2460040000,-1.3088440000,-0.9997060000,0.6396440000,-0.4217280000
0.0008420000,-0.0000990000,0.7844850000,0.0090120000,0.0621030000,-0.0461620000,0.9969610000,-0.2035960000,0.1365750000,0.3147710000,0.3672710000,-0.2627090000,-0.0377800000,-0.1670520000,-0.2190320000,-0.3627820000,0.3147300000,-0.2832070000,0.0953570000,0.0030060000,0.5763740000,1.2045890000,1.3963400000,0.4182750000,0.4478910000,0.2561510000,-1.2913030000,-1.0280990000,0.6073910000,-0.4435120000
0.0007700000,-0.0001000000,0.7844780000,0.0091430000,0.0625130000,-0.0459810000,0.9969420000,-0.2046890000,0.1362450000,0.3145710000,0.3673780000,-0.2625090000,-0.0375670000,-0.1679600000,-0.2193910000,-0.3630200000,0.3148040000,-0.2831490000,0.0952840000,0.0029570000,0.5777160000,1.1900180000,1.4024890000,0.3888400000,0.4559310000,0.2621160000,-1.2787480000,-1.0472050000,0.5841730000,-0.4586280000
0.0006920000,-0.0001000000,0.7844710000,0.0092540000,0.0628220000,-0.0458390000,0.9969290000,-0.2055700000,0.1359760000,0.3144240000,0.3674990000,-0.2623420000,-0.0373830000,-0.1687110000,-0.2196800000,-0.3631750000,0.3149070000,-0.2831300000,0.0951940000,0.0028880000,0.5780710000,1.1806730000,1.4048090000,0.3700700000,0.4616130000,0.2654950000,-1.2698750000,-1.0604950000,0.5673860000,-0.4686080000
0.0006070000,-0.0000990000,0.7844640000,0.0093490000,0.0630350000,-0.0457340000,0.9969190000,-0.2062540000,0.1357710000,0.3143200000,0.3676450000,-0.2622150000,-0.0372220000,-0.1693220000,-0.2199050000,-0.3632540000,0.3150570000,-0.2831310000,0.0951060000,0.0028070000,0.5777740000,1.1745850000,1.4054940000,0.3581830000,0.4649820000,0.2677720000,-1.2636010000,-1.0699400000,0.5551550000,-0.4752290000
0.0005210000,-0.0000990000,0.7844570000,0.0094250000,0.0631740000,-0.0456670000,0.9969130000,-0.2067830000,0.1356270000,0.3142610000,0.3678220000,-0.2621360000,-0.0370910000,-0.1698220000,-0.2200660000,-0.3632700000,0.3152450000,-0.2831480000,0.0950280000,0.0027230000,0.5769980000,1.1705290000,1.4053610000,0.3505470000,0.4663270000,0.2697400000,-1.2592150000,-1.0766630000,0.5461900000,-0.4801070000
0.0004360000,-0.0000970000,0.7844500000,0.0094790000,0.0632430000,-0.0456400000,0.9969090000,-0.2071610000,0.1355510000,0.3142500000,0.3680300000,-0.2621110000,-0.0369920000,-0.1702160000,-0.2201620000,-0.3632110000,0.3154660000,-0.2831800000,0.0949510000,0.0026370000,0.5760720000,1.1676770000,1.4045570000,0.3455740000,0.4666370000,0.2708990000,-1.2558180000,-1.0815440000,0.5395330000,-0.4821520000
0.0003490000,-0.0000980000,0.7844410000,0.0095160000,0.0632240000,-0.0456640000,0.9969090000,-0.2073590000,0.1355490000,0.3142980000,0.3682860000,-0.2621480000,-0.0369330000,-0.1704710000,-0.2201860000,-0.3630500000,0.3157120000,-0.2832290000,0.0948530000,0.0025400000,0.5747860000,1.1656440000,1.4033060000,0.3421960000,0.4663120000,0.2720030000,-1.2533570000,-1.0848780000,0.5348440000,-0.4831990000
